0,0.01,0.923,1435,2
0.01,0.01641830766825246,0.918,1442.075035272484,1.999775945696511
0.02,0.02319407606701815,0.913,1447.943699115717,1.999550940591769
0.03,0.03036214132344239,0.909,1452.972967611315,1.999325139815674
0.04,0.03787805126267172,0.905,1457.441086075667,1.999098665234397
0.05,0.04561806540785374,0.902,1461.537569059936,1.99887160545039
0.06,0.05337915498013721,0.899,1465.363200350055,1.998644015802375
0.07000000000000001,0.0608831693255673,0.896,1468.931961760817,1.998415919095754
0.08,0.0680337782487694,0.893,1472.278346650023,1.998187344912669
0.09,0.07491380845363933,0.89,1475.45562935517,1.997958326187403
0.1,0.0815665547675688,0.887,1478.489461811133,1.997728884172329
0.11,0.08802674936623546,0.884,1481.400473287465,1.997499037563846
0.12,0.09432056177360294,0.881,1484.204270388401,1.99726880250238
0.13,0.1004655988619208,0.879,1486.911437052854,1.997038192572371
0.14,0.1064753357652736,0.876,1489.530132083521,1.99680722008062
0.15,0.1123626202474552,0.874,1492.068137839949,1.996575896876284
0.16,0.1181367243059264,0.871,1494.53113050474,1.996344233454374
0.17,0.1238059801832317,0.869,1496.924226954828,1.996112239768263
0.18,0.1293777809982828,0.866,1499.251985131757,1.995879925229875
0.19,0.1348585807463593,0.864,1501.518404041679,1.995647298709685
0.2,0.1402538942991082,0.861,1503.726923755346,1.995414368536717
0.21,0.1455682974045445,0.859,1505.880425408125,1.995181142498551
0.22,0.1508054266870502,0.857,1507.981231199977,1.994947627841306
0.23,0.1559683909984415,0.855,1510.031348257548,1.994713831478852
0.24,0.1610607812785209,0.852,1512.033066430871,1.994479760478903
0.25,0.1660851833009238,0.85,1513.988075984895,1.994245421286621
0.26,0.171043973325044,0.848,1515.897939851122,1.994010820146048
0.27,0.1759393919583798,0.846,1517.764137438916,1.993775963138373
0.28,0.1807735441565335,0.844,1519.588064635498,1.993540856181942
0.29,0.1855483992232116,0.842,1521.371033805954,1.993305505032247
0.3,0.1902657908102251,0.84,1523.114273793229,1.993069915281935
0.31,0.1949274169174887,0.838,1524.81892991813,1.992834092360803
0.32,0.1995348398930215,0.836,1526.486063979321,1.992598041535797
0.33,0.204089486432947,0.834,1528.116654253332,1.992361767911019
0.34,0.2085926475814928,0.8320000000000001,1529.711595494553,1.992125276427723
0.35,0.2130454787309905,0.8300000000000001,1531.27169893523,1.991888571864308
0.36,0.2174489996218758,0.8280000000000001,1532.797692285475,1.991651658836327
0.37,0.2218042356637083,0.8260000000000001,1534.290305459906,1.991414541927539
0.38,0.2261124125504372,0.8240000000000001,1535.750387345515,1.991177225836484
0.39,0.2303744496255494,0.8230000000000001,1537.17859827615,1.990939714900502
0.4,0.2345912258081699,0.8210000000000001,1538.575572435375,1.990702013370319
0.41,0.238763596533191,0.8190000000000001,1539.941928161114,1.9904641254265
0.42,0.2428923937512724,0.8180000000000001,1541.278267945639,1.990226055179444
0.43,0.2469784259288414,0.8160000000000001,1542.585178435579,1.989987806669389
0.44,0.2510224780480924,0.8140000000000001,1543.863230431918,1.989749383866413
0.45,0.2550253116069873,0.8130000000000001,1545.112978889991,1.989510790670427
0.46,0.2589876646192553,0.8110000000000001,1546.334962919489,1.989272030911182
0.47,0.2629102516143934,0.8100000000000001,1547.529705784458,1.989033108348268
0.48,0.2667937636376654,0.8080000000000001,1548.697714903295,1.988794026671109
0.49,0.2706388682501026,0.8070000000000001,1549.839481848752,1.98855478949897
0.5,0.2744462095285044,0.805,1550.955482347937,1.988315400380952
0.51,0.2782164080654365,0.804,1552.046176282309,1.988075862795992
0.52,0.2819500609692329,0.802,1553.112007687686,1.987836180152869
0.53,0.2856477418639941,0.801,1554.153404754231,1.987596355790193
0.54,0.289310000889589,0.8,1555.17077982647,1.987356392976418
0.55,0.2929373647016529,0.798,1556.164529403279,1.987116294909832
0.5600000000000001,0.2965303364715896,0.797,1557.135034137888,1.98687606471856
0.5700000000000001,0.3000893958865696,0.796,1558.082658837883,1.986635705460571
0.58,0.3036150550762966,0.794,1559.007789579955,1.986395220266662
0.59,0.3071078846008268,0.793,1559.910848857965,1.986154612346284
0.6,0.3105683516172194,0.792,1560.792188374224,1.985913884578407
0.61,0.3139969130356013,0.791,1561.652152497619,1.98567303979668
0.62,0.3173940186233636,0.79,1562.491080347701,1.985432080798054
0.63,0.3207601110051602,0.789,1563.309305794679,1.985191010342787
0.64,0.3240956256629088,0.788,1564.107157459428,1.98494983115444
0.65,0.3274009909357901,0.786,1564.884958713483,1.984708545919878
0.66,0.3306766280202485,0.785,1565.643027679042,1.984467157289272
0.67,0.3339229509699917,0.784,1566.381677228964,1.984225667876095
0.68,0.3371403666959907,0.783,1567.101214986772,1.983984080257124
0.6900000000000001,0.3403292749664799,0.782,1567.801943326649,1.983742396972443
0.7000000000000001,0.3434900684069572,0.782,1568.484159373441,1.983500620525439
0.71,0.3466231325001835,0.781,1569.148155002656,1.983258753382801
0.72,0.3497288455861836,0.78,1569.794216840464,1.983016797974525
0.73,0.3528075788622453,0.779,1570.422626263698,1.98277475669391
0.74,0.3558596963829201,0.778,1571.033659399851,1.98253263189756
0.75,0.3588855550600226,0.777,1571.627587127082,1.982290425905384
0.76,0.3618855046626309,0.776,1572.204675074207,1.982048141000591
0.77,0.3648598878170865,0.776,1572.765183620707,1.981805779429699
0.78,0.3678090400069939,0.775,1573.309367896724,1.981563343402528
0.79,0.3707332895732217,0.774,1573.837477783065,1.981320835092204
0.8,0.3736329577139014,0.773,1574.349757911196,1.981078256635154
0.8100000000000001,0.3765083584844277,0.773,1574.846447663244,1.980835610131112
0.8200000000000001,0.3793597987974594,0.772,1575.327781172003,1.980592897643116
0.8300000000000001,0.3821875784229181,0.771,1575.793987320925,1.980350121197508
0.84,0.3849919899879887,0.771,1576.245289744124,1.980107282783933
0.85,0.3877733189771197,0.77,1576.681906826378,1.97986438435534
0.86,0.3905318437320234,0.769,1577.104051703127,1.979621427827985
0.87,0.3932678354516745,0.769,1577.511932260471,1.979378415081426
0.88,0.3959815581923126,0.768,1577.905751135178,1.97913534795853
0.89,0.3986732766805619,0.768,1578.285712040254,1.978892228322839
0.9,0.4013433136960221,0.767,1578.65206459751,1.978649058426847
0.91,0.4039919422766983,0.767,1579.005015555792,1.978405840070409
0.92,0.4066194169724648,0.766,1579.344756653178,1.978162574913788
0.93,0.4092259892448383,0.766,1579.671477359213,1.977919264599733
0.9400000000000001,0.4118119074669771,0.765,1579.985364874911,1.977675910753475
0.9500000000000001,0.4143774169236814,0.765,1580.286604132754,1.97743251498273
0.96,0.4169227598113938,0.764,1580.575377796691,1.977189078877693
0.97,0.4194481752381984,0.764,1580.851866262138,1.976945604011046
0.98,0.4219538992238219,0.764,1581.116247655982,1.976702091937955
0.99,0.4244401646996325,0.763,1581.368697836574,1.976458544196066
1,0.4269072015086405,0.763,1581.609390393734,1.976214962305511
1.01,0.4293552364054984,0.762,1581.838496648751,1.975971347768905
1.02,0.4317844930565004,0.762,1582.05618565438,1.975727702071345
1.03,0.4341951920395831,0.762,1582.262624194846,1.975484026680414
1.04,0.4365875508443245,0.762,1582.457976785838,1.975240323046175
1.05,0.438961783871945,0.761,1582.642405674515,1.974996592601177
1.06,0.4413181024353073,0.761,1582.816070839506,1.97475283676045
1.07,0.4436567147589153,0.761,1582.979129990904,1.974509056921511
1.08,0.4459778259789158,0.761,1583.131738570272,1.974265254464356
1.09,0.4482816381430965,0.76,1583.274049750639,1.974021430751467
1.1,0.4505683502108881,0.76,1583.406214436503,1.973777587127809
1.11,0.4528381580533632,0.76,1583.52838126383,1.973533724920831
1.12,0.4550912544532355,0.76,1583.640696600053,1.973289845440464
1.13,0.4573278291048618,0.76,1583.743304544074,1.973045949979122
1.14,0.4595480686142402,0.759,1583.836346926261,1.972802039811704
1.15,0.4617521564990109,0.759,1583.919963308449,1.972558116195591
1.16,0.4639402731884562,0.759,1583.994290983944,1.972314180370649
1.17,0.4661125960235008,0.759,1584.05946497752,1.972070233559226
1.18,0.4682692992567104,0.759,1584.115618045411,1.971826276966152
1.19,0.4704105540522937,0.759,1584.16288067533,1.971582311778744
1.2,0.4725365284861009,0.759,1584.20138108645,1.971338339166799
1.21,0.4746473875456244,0.759,1584.231245229415,1.971094360282601
1.22,0.476743293129998,0.759,1584.252596786334,1.970850376260912
